"name"	"year"	"month"	"total_flights"	"n_distinct_destination"	"avg_air_time"	"avg_distance"	"perc_delayed"
"Kahului"	2017	5	2026	16	146.8158	1203.9946	0.0921
"Rock Springs Sweetwater County Airport"	2017	5	57	1	44.1379	260	0.069
"Houghton County Memorial Airport"	2017	5	58	1	60.4677	360	0.0645
"Tri-Cities Regional Airport"	2017	5	89	1	41.764	227	0.191
"Southwest Oregon Regional Airport"	2017	5	16	1	65.4118	412	0.4706
"James M Cox Dayton Intl"	2017	5	479	7	66.7267	386.7453	0.1035
"Baton Rouge Metro Ryan Fld"	2017	5	603	4	64.2373	408.5876	0.1784
"Cedar City Rgnl"	2017	5	54	1	37.1296	221	0.037
"Columbus Metropolitan Airport"	2017	5	112	1	26.2768	83	0.1786
"Santa Fe Muni"	2017	5	102	2	70.1667	495.9902	0.1765
"Tallahassee Rgnl"	2017	5	179	1	43.7598	223	0.1173
"Bethel"	2017	5	85	1	58.4235	399	0.0235
"General Edward Lawrence Logan Intl"	2017	5	10873	59	144.1804	1001.3885	0.2182
"Shreveport Rgnl"	2017	5	397	4	64.9231	405.5881	0.1315
"Evansville Regional"	2017	5	251	3	58.6389	307.0794	0.1151
"Yellowstone Airport"	2017	5	7	1	46.4286	273	0.1429
"Bradley Intl"	2017	5	1919	24	125.9912	862.2838	0.1108
"Grand Junction Regional"	2017	5	260	3	48.6154	268.9846	0.0269
"Fort Wayne"	2017	5	466	5	54.2976	292.97	0.1135
"St. Augustine Airport"	2017	5	18	1	104.0556	766	0.3889
"Lehigh Valley Intl"	2017	5	160	3	90.5125	574.4938	0.1125
"Mc Ghee Tyson"	2017	5	470	8	74.525	464.825	0.1646
"Phoenix Sky Harbor Intl"	2017	5	13450	84	125.9584	992.0895	0.1305
"Newport News Williamsburg Intl"	2017	5	91	1	82.1429	508	0.1209
"Louisville International Airport"	2017	5	998	19	82.1296	521.1944	0.1266
"Minneapolis St Paul Intl"	2017	5	11574	105	106.4647	778.8879	0.1074
"Chippewa Valley Regional Airport"	2017	5	58	1	48.7069	269	0.0345
"Palm Beach Intl"	2017	5	1846	16	120.6596	887.9877	0.204
"Duluth Intl"	2017	5	175	2	52.0449	274.764	0.0787
"Wilkes Barre Scranton Intl"	2017	5	107	3	98.0654	603.4953	0.1215
"Arnold Palmer Regional Airport"	2017	5	79	3	94.8929	728.3095	0.1071
"Delta County Airport"	2017	5	53	1	51.9259	306	0.1111
"Sitka Rocky Gutierrez"	2017	5	105	3	41.1887	243.5849	0.1321
"Lake Charles Rgnl"	2017	5	137	2	40.1206	200.8723	0.0922
"Burlington Intl"	2017	5	243	5	79.4745	480.9176	0.2627
"Akron Canton Regional Airport"	2017	5	589	8	75.8208	497.5812	0.1457
"Juneau Intl"	2017	5	362	6	72.8575	520.1616	0.0795
"Rochester"	2017	5	215	3	50.3657	293.6898	0.1389
"Honolulu Intl"	2017	5	4120	27	148.8119	1245.4479	0.0751
"Tri Cities Airport"	2017	5	295	5	82.8041	568.9966	0.0709
"Aberdeen Regional Airport"	2017	5	62	1	46.3226	257	0.0645
"Jacksonville Intl"	2017	5	1592	20	79.7737	549.1141	0.1587
"Capital City"	2017	5	230	3	34.5628	159.2727	0.1126
"Redding Muni"	2017	5	89	1	40.0978	199	0.2174
"Santa Barbara Muni"	2017	5	443	6	70.5743	457.9246	0.2594
"Syracuse Hancock Intl"	2017	5	550	10	80.2686	502.6237	0.1519
"Bert Mooney Airport"	2017	5	55	1	53.4828	358	0.0172
"Erie Intl Tom Ridge Fld"	2017	5	176	2	48.5341	239.7841	0.0625
"Sioux Gateway Col Bud Day Fld"	2017	5	27	1	99.2593	657	0.2593
"Boise Air Terminal"	2017	5	1233	17	87.561	601.3096	0.1083
"Grand Forks Intl"	2017	5	144	1	50.5764	284	0.0625
"Fort Smith Rgnl"	2017	5	58	1	82.1379	579	0.1379
"Columbia Rgnl"	2017	5	30	1	50.871	315	0
"Lea Co Rgnl"	2017	5	55	1	68.7679	501	0.0536
"Mc Carran Intl"	2017	5	12978	73	125.3463	997.7512	0.1852
"Philadelphia Intl"	2017	5	6291	47	143.0549	1017.6167	0.1702
"Newark Liberty Intl"	2017	5	9815	77	158.5077	1146.0527	0.2534
"Elmira Corning Rgnl"	2017	5	113	1	57.7257	332	0.1593
"Louis Armstrong New Orleans Intl"	2017	5	4191	41	107.732	779.1216	0.1794
"Midland Intl"	2017	5	438	6	65.3251	439.3521	0.0971
"Chippewa County International Airport"	2017	5	58	1	47.3103	284	0.069
"Portland Intl Jetport"	2017	5	538	7	86.4946	537.1434	0.1828
"Orlando Intl"	2017	5	10929	72	133.9844	983.2319	0.1762
"Washington Dulles Intl"	2017	5	3218	34	177.2961	1293.112	0.1606
"Dothan Rgnl"	2017	5	93	1	36.7634	170	0.129
"Wiley Post Will Rogers Mem"	2017	5	78	2	86.6282	636.7692	0.0513
"Arcata"	2017	5	93	1	45.9485	250	0.1959
"Deadhorse"	2017	5	61	1	37.2623	204	0.0164
"Yampa Valley"	2017	5	9	1	29.7778	141	0
"Quad City Intl"	2017	5	313	5	61.3937	376.5524	0.1079
"Lafayette Rgnl"	2017	5	267	3	55.337	330.3663	0.1319
"Baltimore Washington Intl"	2017	5	8745	61	115.4006	806.1592	0.1642
"Buffalo Niagara Intl"	2017	5	1533	17	97.4522	661.1252	0.1477
"Adams Fld"	2017	5	669	9	77.9257	514.5869	0.107
"Manchester Regional Airport"	2017	5	545	8	107.1303	676.0752	0.0734
"Roberts Fld"	2017	5	265	5	86.1465	604.2747	0.1941
"Hilo Intl"	2017	5	527	3	45.3081	297.7316	0.0529
"Trenton Mercer"	2017	5	185	8	104.8118	693.0538	0.0699
"Raleigh Durham Intl"	2017	5	3000	33	100.0375	673.3673	0.1543
"Jackson Hole Airport"	2017	5	148	2	47.2838	282.4122	0.0743
"Rapid City Regional Airport"	2017	5	195	4	70.5128	459.2	0.041
"Bemidji Regional Airport"	2017	5	62	1	37.7258	199	0.1452
"Eppley Afld"	2017	5	1809	21	95.4539	663.2179	0.1109
"Bob Hope"	2017	5	2131	12	69.0107	458.6809	0.1544
"Golden Triangle Regional Airport"	2017	5	62	1	45.5	241	0.0806
"Fort Lauderdale Hollywood Intl"	2017	5	7126	62	138.3998	1039.2666	0.2366
"San Luis County Regional Airport"	2017	5	356	4	55.0806	317.4139	0.2806
"Stewart Intl"	2017	5	119	3	116.45	775.825	0.2083
"Lawton-Fort Sill Regional Airport"	2017	5	17	1	29.0588	140	0.2941
"Mc Allen Miller Intl"	2017	5	205	2	59.5652	385.4783	0.0676
"Petersburg James A. Johnson"	2017	5	61	2	17.9032	77	0.129
"Charleston Afb Intl"	2017	5	1254	18	84.5714	581.5636	0.1593
"Natrona Co Intl"	2017	5	62	2	56.7419	315.6452	0.0806
"Elko Regional Airport"	2017	5	57	1	37.6316	200	0
"Los Angeles Intl"	2017	5	17968	69	161.1814	1304.3019	0.2896
"Miami Intl"	2017	5	5763	34	151.0738	1110.8459	0.2027
"Chicago Ohare Intl"	2017	5	23168	141	106.1595	766.0011	0.1554
"Portland Intl"	2017	5	5179	47	136.5582	1059.7156	0.1437
"Yuma Mcas Yuma Intl"	2017	5	124	1	32.1048	160	0.0403
"Ontario Intl"	2017	5	1767	13	77.35	534.8751	0.1576
"Montgomery Regional Airport"	2017	5	180	1	32.2167	147	0.2111
"Appleton"	2017	5	201	4	54.2178	307.1832	0.0594
"Daytona Beach Intl"	2017	5	177	2	67.9721	456.9218	0.2458
"Yakutat"	2017	5	62	2	35.1129	205.5	0.0806
"La Guardia"	2017	5	7731	46	117.752	816.8178	0.2145
"Austin Straubel Intl"	2017	5	448	4	51.7295	284.2639	0.0931
"Adak Airport"	2017	5	6	1	115.75	1192	0.125
"Wichita Mid Continent"	2017	5	764	10	89.0468	614.274	0.1286
"Robert Gray Aaf"	2017	5	102	2	66.1553	456.6699	0.1748
"Helena Rgnl"	2017	5	147	3	78.1419	549.25	0.027
"Toledo"	2017	5	26	1	48	213	0.2222
"Key West Intl"	2017	5	158	1	95.8861	646	0.1329
"Salt Lake City Intl"	2017	5	9393	81	100.5149	741.9525	0.0909
"Jackson Evers Intl"	2017	5	403	4	63.3202	390.4581	0.1108
"Ralph Wien Mem"	2017	5	60	2	56.5323	394.9355	0.0484
"Blue Grass"	2017	5	456	7	68.4968	381.6631	0.1361
"Glacier Park Intl"	2017	5	151	2	88.8411	621.7417	0.0331
"Ford Airport"	2017	5	57	2	51.1207	297.5	0.069
"Gulfport-Biloxi"	2017	5	206	2	60.5913	362.3846	0.1106
"San Francisco Intl"	2017	5	14116	70	149.2637	1203.0396	0.246
"Laughlin-Bullhead Intl"	2017	5	31	1	39.4516	188	0.0968
"Mbs Intl"	2017	5	170	3	43.2	217.2824	0.0588
"Peoria Regional"	2017	5	195	3	41.8528	220.9949	0.1168
"Charles M Schulz Sonoma Co"	2017	5	31	1	97.2581	699	0.2903
"Nashville Intl"	2017	5	4480	42	101.3069	704.5056	0.165
"El Paso Intl"	2017	5	923	11	82.559	613.0869	0.147
"Long Island Mac Arthur"	2017	5	444	5	115.4427	761.0674	0.1056
"Metropolitan Oakland Intl"	2017	5	4307	36	100.8409	742.7342	0.1851
"Chicago Midway Intl"	2017	5	7429	61	110.1173	800.4056	0.1326
"Port Columbus Intl"	2017	5	2037	25	106.8692	737.0249	0.1352
"Yellowstone Rgnl"	2017	5	65	2	52.8615	302.2923	0.0462
"NW Arkansas Regional"	2017	5	475	9	94.6904	639.7657	0.1485
"Valdosta Regional Airport"	2017	5	85	1	45.8471	208	0.1765
"Monterey Peninsula"	2017	5	230	3	47.6441	255.1314	0.3814
"Craven Co Rgnl"	2017	5	57	1	72.0877	433	0.1404
"Alpena County Regional Airport"	2017	5	53	2	32.8679	144.4528	0.0566
"Dane Co Rgnl Truax Fld"	2017	5	818	7	60.7877	380.2871	0.1049
"Wrangell Airport"	2017	5	61	2	15.4194	56.5	0.1129
"La Crosse Municipal"	2017	5	175	2	36.5739	167	0.1023
"Austin Bergstrom Intl"	2017	5	4544	41	119.9665	889.1645	0.1507
"Abraham Lincoln Capital"	2017	5	89	1	38.2584	174	0.0787
"Westchester Co"	2017	5	594	7	129.2017	917.2133	0.2217
"Roanoke Regional"	2017	5	199	2	67.6734	403.3417	0.1256
"Hector International Airport"	2017	5	280	3	59.3571	367.7143	0.075
"Key Field"	2017	5	78	2	56.4824	333.2824	0.1647
"Sacramento Intl"	2017	5	3733	28	98.0584	723.7836	0.1756
"Ithaca Tompkins Rgnl"	2017	5	89	1	62.1236	353	0.1461
"Barkley Regional Airport"	2017	5	58	1	69.1724	342	0.069
"Gallatin Field"	2017	5	295	5	83.3108	615.4392	0.0541
"Seattle Tacoma Intl"	2017	5	11479	70	158.9287	1260.9606	0.1475
"Bismarck Municipal Airport"	2017	5	230	3	72.9043	467.2174	0.0783
"Gillette-Campbell County Airport"	2017	5	89	2	57.7303	346.7865	0.0337
"Flagstaff Pulliam Airport"	2017	5	124	1	29.2258	119	0.0565
"Greenville-Spartanburg International"	2017	5	679	7	69.7796	423.5985	0.1533
"San Diego Intl"	2017	5	7037	48	128.2248	1007.1953	0.1333
"Pensacola Rgnl"	2017	5	429	6	65.1774	396.9585	0.1037
"Eglin Afb"	2017	5	326	3	63.2477	357.0979	0.1407
"Long Beach"	2017	5	1394	14	87.0064	628.4719	0.1573
"Merle K Mudhole Smith"	2017	5	62	2	35.2419	186.5	0.0645
"Cherry Capital Airport"	2017	5	230	2	44.8398	218.5541	0.1039
"Pocatello Regional Airport"	2017	5	83	1	33.0476	150	0.0714
"Norman Y Mineta San Jose Intl"	2017	5	4156	30	105.4285	767.9519	0.1588
"University Park Airport"	2017	5	150	2	69.48	393.3133	0.0733
"Mahlon Sweet Fld"	2017	5	360	5	80.8643	562.3186	0.1136
"Monroe Rgnl"	2017	5	166	2	60.9704	384.1657	0.1006
"Cleveland Hopkins Intl"	2017	5	3019	32	106.3297	733.5997	0.157
"Corpus Christi Intl"	2017	5	314	3	39.1546	208.9527	0.1041
"Alexandria Intl"	2017	5	219	3	51.1511	297	0.1556
"Dallas Love Fld"	2017	5	5839	54	97.1102	698.0487	0.1979
"Worcester Regional Airport"	2017	5	59	2	150.5968	1151	0.3548
"Kona Intl At Keahole"	2017	5	1096	11	116.9108	941.5341	0.0755
"Augusta Rgnl At Bush Fld"	2017	5	230	1	31.8961	143	0.1472
"Devils Lake Regional Airport"	2017	5	53	2	50.566	313.3774	0.0377
"Waterloo Regional Airport"	2017	5	57	1	42.2586	234	0.1552
"Columbia Metropolitan"	2017	5	340	4	61.9883	357.4678	0.1404
"Friedman Mem"	2017	4	60	1	37.3833	222	0.05
"Savannah Hilton Head Intl"	2017	4	646	10	74.23	493.7389	0.1409
"Ted Stevens Anchorage Intl"	2017	4	1198	21	159.6117	1258.2275	0.0625
"Birmingham Intl"	2017	4	890	12	80.6059	515.6905	0.1218
"George Bush Intercontinental"	2017	4	10521	106	112.6249	827.7364	0.1489
"Yeager"	2017	4	186	4	71.6425	450.4767	0.1606
"Falls Intl"	2017	4	52	1	45.7692	255	0.0192
"Brownsville South Padre Island Intl"	2017	4	106	1	51.5327	308	0.0467
"Greater Binghamton Edwin A Link Fld"	2017	4	83	1	65.0118	378	0.1176
"Eagle Co Rgnl"	2017	4	30	9	136.7097	1099.9677	0.0645
"Lihue"	2017	4	969	12	104.0485	854.7381	0.0835
"Melbourne Intl"	2017	4	131	1	63.4336	442	0.1818
"Charlotte Douglas Intl"	2017	4	9367	64	104.5996	723.7583	0.1809
"Pittsburgh Intl"	2017	4	2289	28	106.8023	735.303	0.1212
"Nome"	2017	4	60	2	73.05	515.2667	0.0167
"Lubbock Preston Smith Intl"	2017	4	379	7	64.0857	410.2026	0.1377
"Missoula Intl"	2017	4	141	3	83.6084	597.8322	0.0909
"Cincinnati Northern Kentucky Intl"	2017	4	1331	26	115.281	791.3075	0.1696
"Panama City-NW Florida Bea."	2017	4	417	7	68.3474	436.8005	0.115
"Albert J Ellis"	2017	4	112	1	66.0088	399	0.1667
"William P Hobby"	2017	4	4422	45	97.368	710.781	0.1849
"Aspen Pitkin County Sardy Field"	2017	4	168	6	52.4566	318.578	0.1734
"Des Moines Intl"	2017	4	664	12	97.367	669.1872	0.0996
"South Bend Rgnl"	2017	4	386	5	52.6263	305.4545	0.1212
"Laramie Regional Airport"	2017	4	49	1	26.02	113	0.12
"Bellingham Intl"	2017	4	61	4	84.2951	602.1311	0.0656
"Cedar Rapids"	2017	4	432	5	62.7982	387.5737	0.1043
"Rhinelander Oneida County Airport"	2017	4	60	1	41.5833	190	0.1167
"Hartsfield Jackson Atlanta Intl"	2017	4	29692	150	89.4099	644.5051	0.1818
"Kalamazoo"	2017	4	221	2	30.4565	119.1826	0.1087
"Rogue Valley Intl Medford"	2017	4	197	3	78.6749	558.1133	0.1527
"Huntsville International Airport-Carl T Jones Field"	2017	4	310	3	51.0929	287.9659	0.1269
"Tucson Intl"	2017	4	1398	16	105.3532	776.6922	0.1638
"Southwest Florida Intl"	2017	4	3552	35	135.2865	1008.0338	0.1595
"Spokane Intl"	2017	4	779	8	85.9615	617.9127	0.068
"Jamestown Regional Airport"	2017	4	78	2	43.9136	264.4815	0.0988
"Sarasota Bradenton Intl"	2017	4	318	6	103.2952	736.1114	0.1657
"Tampa Intl"	2017	4	6346	58	122.7641	894.0802	0.1456
"Billings Logan International Airport"	2017	4	257	3	73.5253	500.9144	0.0584
"General Mitchell Intl"	2017	4	2735	28	109.4717	765.1517	0.1294
"Sioux Falls"	2017	4	290	4	61.72	421.39	0.12
"Fairbanks Intl"	2017	4	185	2	132.3622	1024.2	0.0865
"Brainerd Lakes Rgnl"	2017	4	50	1	28.2	114	0.14
"Great Falls Intl"	2017	4	110	2	82.5455	578.6364	0.0818
"Fresno Yosemite Intl"	2017	4	692	9	75.7929	513.8786	0.1457
"Durango La Plata Co"	2017	4	72	2	57.2639	340.125	0.0556
"Lewiston Nez Perce Co"	2017	4	60	1	67.1833	461	0.0333
"Meadows Fld"	2017	4	168	3	76.7193	498.848	0.117
"Piedmont Triad"	2017	4	409	6	61.3372	394.6513	0.1686
"Niagara Falls Intl"	2017	4	64	3	121	1011.6176	0.1176
"Lovell Fld"	2017	4	432	4	52.5881	297.9934	0.207
"Minot Intl"	2017	4	137	1	67.7226	449	0.1314
"Chisholm Hibbing"	2017	4	50	1	37.48	174	0.12
"Palm Springs Intl"	2017	4	935	12	105.136	770.6514	0.1668
"Albany Intl"	2017	4	810	14	119.8889	804.9145	0.1148
"Will Rogers World"	2017	4	1184	19	90.4543	627.402	0.1262
"Theodore Francis Green State"	2017	4	1184	14	108.9735	727.4884	0.1109
"Asheville Regional Airport"	2017	4	303	3	54.0831	311.1246	0.1949
"Denver Intl"	2017	4	17624	122	118.8538	904.6971	0.1456
"Sloulin Fld Intl"	2017	4	85	2	82	554.8235	0.0471
"Lambert St Louis Intl"	2017	4	4718	48	104.9182	743.9778	0.1504
"Reno Tahoe Intl"	2017	4	1252	15	76.1459	543.2957	0.1435
"Kahului"	2017	4	1968	18	145.5073	1232.6152	0.0749
"Rock Springs Sweetwater County Airport"	2017	4	54	1	42.5636	260	0.0545
"Houghton County Memorial Airport"	2017	4	58	1	62.9167	360	0.0833
"Tri-Cities Regional Airport"	2017	4	176	1	39.7553	227	0.1702
"Southwest Oregon Regional Airport"	2017	4	16	1	65.2353	412	0.7059
"James M Cox Dayton Intl"	2017	4	552	10	72.134	438.5697	0.127
"Baton Rouge Metro Ryan Fld"	2017	4	566	4	63.6041	399.3442	0.2117
"Cedar City Rgnl"	2017	4	50	1	36.9	221	0.08
"Columbus Metropolitan Airport"	2017	4	97	1	23.2596	83	0.125
"Santa Fe Muni"	2017	4	114	2	66.9244	505.3697	0.1597
"Tallahassee Rgnl"	2017	4	163	1	40.3006	223	0.1214
"Bethel"	2017	4	80	1	58.4625	399	0.0625
"General Edward Lawrence Logan Intl"	2017	4	10392	56	146.5154	1004.828	0.1773
"Shreveport Rgnl"	2017	4	380	4	64.6211	405.7809	0.1598
"Evansville Regional"	2017	4	236	3	57.5537	310.9463	0.1529
"Bradley Intl"	2017	4	1823	23	128.2582	890.2415	0.1173
"Grand Junction Regional"	2017	4	269	3	50.1963	279.3852	0.0481
"Fort Wayne"	2017	4	441	5	52.3474	293.0045	0.167
"St. Augustine Airport"	2017	4	5	1	85.1667	766	0.1667
"Lehigh Valley Intl"	2017	4	132	2	86.0144	586.3525	0.1367
"Mc Ghee Tyson"	2017	4	531	9	72.2792	442.0274	0.1715
"Phoenix Sky Harbor Intl"	2017	4	13236	87	127.7513	999.8269	0.1375
"Newport News Williamsburg Intl"	2017	4	84	1	76.7889	508	0.1444
"Louisville International Airport"	2017	4	778	13	81.315	523.5575	0.1525
"Minneapolis St Paul Intl"	2017	4	11097	108	111.2481	810.6969	0.1357
"Chippewa Valley Regional Airport"	2017	4	54	1	46.9091	269	0.0545
"Palm Beach Intl"	2017	4	2375	23	125.9359	927.4176	0.1993
"Duluth Intl"	2017	4	167	2	53.2722	278.7337	0.0769
"Wilkes Barre Scranton Intl"	2017	4	81	4	94.0476	587.4286	0.1429
"Arnold Palmer Regional Airport"	2017	4	112	5	106.513	784.9217	0.087
"Delta County Airport"	2017	4	49	1	51.54	306	0.08
"Sitka Rocky Gutierrez"	2017	4	85	2	26.9412	126.0588	0.0588
"Lake Charles Rgnl"	2017	4	124	2	40.4567	206.3701	0.1339
"Burlington Intl"	2017	4	295	4	79.6046	475.4412	0.1634
"Akron Canton Regional Airport"	2017	4	559	10	71.986	475.7155	0.1431
"Juneau Intl"	2017	4	315	6	68.8444	479.5238	0.0476
"Rochester"	2017	4	230	3	47.0901	272.0944	0.1888
"Honolulu Intl"	2017	4	3900	27	144.1062	1232.456	0.0678
"Tri Cities Airport"	2017	4	285	5	80.1972	573.4394	0.0761
"Aberdeen Regional Airport"	2017	4	60	1	46.75	257	0.05
"Jacksonville Intl"	2017	4	1499	18	81.0058	551.6145	0.1635
"Capital City"	2017	4	241	3	38.2984	189.3427	0.1532
"Redding Muni"	2017	4	77	1	36.5667	199	0.2444
"Santa Barbara Muni"	2017	4	419	6	69.1735	457.1119	0.2009
"Syracuse Hancock Intl"	2017	4	469	10	88.4642	578.638	0.1636
"Bert Mooney Airport"	2017	4	54	1	56.7455	358	0.0545
"Erie Intl Tom Ridge Fld"	2017	4	138	2	50.55	255.9286	0.0643
"Boise Air Terminal"	2017	4	1179	16	88.816	612.2439	0.1004
"Grand Forks Intl"	2017	4	114	1	50.4474	284	0.0877
"Fort Smith Rgnl"	2017	4	57	2	78.2586	560.7931	0.1379
"Columbia Rgnl"	2017	4	30	1	51.5	315	0.0333
"Montrose Regional Airport"	2017	4	15	8	106.8	845.6667	0.0667
"Lea Co Rgnl"	2017	4	46	1	71.1277	501	0.1064
"Mc Carran Intl"	2017	4	12478	74	125.1105	992.3751	0.1556
"Philadelphia Intl"	2017	4	6044	46	141.4637	1005.3077	0.1716
"Charlotte County-Punta Gorda Airport"	2017	4	37	3	132.2368	1019.3684	0.1579
"Newark Liberty Intl"	2017	4	9644	84	158.6103	1135.0827	0.2263
"Elmira Corning Rgnl"	2017	4	79	1	58.6835	332	0.1646
"Louis Armstrong New Orleans Intl"	2017	4	3934	40	108.1706	781.7077	0.1734
"Midland Intl"	2017	4	438	7	66.862	441.4118	0.1199
"Chippewa County International Airport"	2017	4	54	1	46.8	284	0.1455
"Portland Intl Jetport"	2017	4	557	9	89.9983	562.0225	0.1577
"Orlando Intl"	2017	4	11525	77	134.7598	983.6808	0.1652
"Washington Dulles Intl"	2017	4	3018	35	174.6307	1259.9301	0.1566
"Dothan Rgnl"	2017	4	87	1	34.2556	170	0.1222
"Wiley Post Will Rogers Mem"	2017	4	77	2	86.4156	638.5065	0.0909
"Arcata"	2017	4	86	1	44.3763	250	0.2581
"Deadhorse"	2017	4	59	1	35.5667	204	0.1333
"Yampa Valley"	2017	4	36	6	66.8611	450	0.0833
"Quad City Intl"	2017	4	278	4	55.5775	342.581	0.1232
"Lafayette Rgnl"	2017	4	210	3	56.4798	361.4395	0.1166
"Baltimore Washington Intl"	2017	4	8138	62	118.4645	825.3576	0.1328
"Buffalo Niagara Intl"	2017	4	1467	18	104.5193	729.2227	0.1277
"Adams Fld"	2017	4	618	9	76.4425	511.0189	0.1433
"Manchester Regional Airport"	2017	4	462	7	114.9684	772.3418	0.0612
"Roberts Fld"	2017	4	234	5	87.8109	619.916	0.1681
"Hilo Intl"	2017	4	513	3	45.3113	296.142	0.0603
"Trenton Mercer"	2017	4	177	10	115.2402	797.8045	0.1061
"Raleigh Durham Intl"	2017	4	2779	35	99.095	665.1667	0.1578
"Jackson Hole Airport"	2017	4	98	5	49.1212	307	0.1111
"Rapid City Regional Airport"	2017	4	189	3	68.3228	448.0159	0.0476
"Bemidji Regional Airport"	2017	4	60	1	37.5667	199	0.15
"Eppley Afld"	2017	4	1517	23	100.8397	712.6762	0.1162
"Bob Hope"	2017	4	2033	12	69.3066	462.8729	0.1567
"Golden Triangle Regional Airport"	2017	4	82	1	43.2118	241	0.1294
"Fort Lauderdale Hollywood Intl"	2017	4	7849	61	142.2693	1059.6914	0.2264
"Gunnison - Crested Butte"	2017	4	4	2	100.5	730	0.25
"San Luis County Regional Airport"	2017	4	324	4	49.8402	298.0207	0.216
"Stewart Intl"	2017	4	114	3	118.1652	778.7391	0.2174
"Lawton-Fort Sill Regional Airport"	2017	4	109	1	29.4636	140	0.2636
"Mc Allen Miller Intl"	2017	4	212	2	61.6714	389.9859	0.1127
"Petersburg James A. Johnson"	2017	4	60	2	18.6667	77	0.0167
"Charleston Afb Intl"	2017	4	1156	20	86.0363	582.8649	0.1926
"Natrona Co Intl"	2017	4	65	2	59.2615	313.0769	0.0615
"Elko Regional Airport"	2017	4	55	1	36.5818	200	0.0545
"Los Angeles Intl"	2017	4	17259	73	158.9293	1287.025	0.2155
"Miami Intl"	2017	4	5677	37	150.6933	1114.8435	0.1866
"Chicago Ohare Intl"	2017	4	21204	147	108.6046	772.0595	0.173
"Portland Intl"	2017	4	4767	46	134.5066	1053.5558	0.1431
"Yuma Mcas Yuma Intl"	2017	4	120	1	31.8833	160	0.0333
"Ontario Intl"	2017	4	1612	13	79.0031	547.8137	0.157
"Montgomery Regional Airport"	2017	4	113	2	34.1901	182.3306	0.2231
"Appleton"	2017	4	190	4	55.8093	345.9639	0.1134
"Daytona Beach Intl"	2017	4	167	2	65.4494	454.4831	0.1404
"Yakutat"	2017	4	60	2	35.05	205.5	0.0167
"La Guardia"	2017	4	7303	49	118.2119	825.3849	0.2003
"Austin Straubel Intl"	2017	4	381	4	50.2112	285.7277	0.1247
"Adak Airport"	2017	4	9	1	156.3333	1192	0.3333
"Wichita Mid Continent"	2017	4	724	10	86.0734	604.6916	0.106
"Robert Gray Aaf"	2017	4	105	3	63.8704	441.4352	0.1852
"Helena Rgnl"	2017	4	138	3	78.1583	539.0216	0.0216
"Toledo"	2017	4	21	1	42.2174	213	0.2609
"Key West Intl"	2017	4	172	1	89.9218	646	0.1508
"Salt Lake City Intl"	2017	4	9014	80	100.0748	742.5268	0.1112
"Jackson Evers Intl"	2017	4	363	4	58.8386	371.6958	0.1534
"Ralph Wien Mem"	2017	4	60	2	57.4833	389.8333	0.0333
"Garden City Rgnl"	2017	4	7	1	67.1429	404	0.4286
"Sheppard Afb Wichita Falls Muni"	2017	4	9	1	23.7	113	0.4
"Blue Grass"	2017	4	441	6	67.6806	381.0969	0.185
"Glacier Park Intl"	2017	4	144	4	88.7034	635.669	0.0552
"Ford Airport"	2017	4	55	2	52.2182	296.5455	0.1636
"Gulfport-Biloxi"	2017	4	190	2	58.0102	361.9898	0.1371
"San Francisco Intl"	2017	4	13210	72	142.722	1181.2556	0.2436
"Laughlin-Bullhead Intl"	2017	4	30	1	39.2333	188	0.0333
"Mbs Intl"	2017	4	217	3	38.2477	186.5811	0.1036
"Peoria Regional"	2017	4	184	4	45.1702	249.4202	0.1649
"Charles M Schulz Sonoma Co"	2017	4	30	1	92.5667	699	0.2
"Nashville Intl"	2017	4	4278	43	102.156	708.8313	0.1677
"El Paso Intl"	2017	4	894	11	84.8278	623.4567	0.1389
"Long Island Mac Arthur"	2017	4	416	5	115.3254	764.5646	0.122
"Metropolitan Oakland Intl"	2017	4	3900	35	94.6437	700.2926	0.1566
"Chicago Midway Intl"	2017	4	7086	62	113.1492	815.5342	0.1346
"Port Columbus Intl"	2017	4	2027	26	108.6977	749.7647	0.1325
"Yellowstone Rgnl"	2017	4	60	1	52.4833	298	0.0667
"NW Arkansas Regional"	2017	4	452	8	92.6108	643.4086	0.2086
"Valdosta Regional Airport"	2017	4	81	1	43.7619	208	0.1429
"Mammoth Yosemite Airport"	2017	4	3	1	45.3333	193	0.6667
"Monterey Peninsula"	2017	4	209	3	41.9811	223.4717	0.2264
"Craven Co Rgnl"	2017	4	54	1	70.6909	433	0.0727
"Alpena County Regional Airport"	2017	4	51	2	32.4706	144.8824	0.0784
"Dane Co Rgnl Truax Fld"	2017	4	784	8	60.2587	374.0709	0.1244
"Wrangell Airport"	2017	4	60	2	15.9833	56.5	0.0167
"La Crosse Municipal"	2017	4	167	2	35.9235	167	0.1294
"Austin Bergstrom Intl"	2017	4	4209	41	120.0688	882.6672	0.1555
"Abraham Lincoln Capital"	2017	4	83	1	36.0706	174	0.1294
"Westchester Co"	2017	4	550	7	130.6893	928.5143	0.1679
"Roanoke Regional"	2017	4	132	2	55.5035	359.4681	0.156
"Hector International Airport"	2017	4	182	3	55.9568	348.5027	0.0811
"Key Field"	2017	4	79	2	58.325	329	0.25
"Sacramento Intl"	2017	4	3518	27	94.134	710.1019	0.1526
